SK_ID_CURR,TARGET
100001,0.03397106036750957
100005,0.10998487621590222
100013,0.02124980637538471
100028,0.027342595731878132
100038,0.14561535502701908
100042,0.04126483171470927
100057,0.02075424551125224
100065,0.06368175386076859
100066,0.020001087259382308
100067,0.08767471591395484
100074,0.07431510128566558
100090,0.050611579852810736
100091,0.17423480621838058
100092,0.09048294343132084
100106,0.055713696683080495
100107,0.14999403195260444
100109,0.06797073240749182
100117,0.039992198936578106
100128,0.0698907653633499
100141,0.024917777748248732
100150,0.023893225327805176
100168,0.011440560315145806
100169,0.03591376156741262
100170,0.06112575410473124
100171,0.04750432242727883
100172,0.12058006806625633
100184,0.056601204912425145
100187,0.07019712483173889
100212,0.09066670500865552
100222,0.061443668044661975
100223,0.023510255012009675
100232,0.021959892527248875
100241,0.2051657855585316
100245,0.02351276787974571
100253,0.02215639902432487
100256,0.0683999287728053
100271,0.01225360581905034
100278,0.25829743048443665
100280,0.013845635748726173
100306,0.2209508438453632
100311,0.13148591124277348
100312,0.027534699778112987
100330,0.13844841769973176
100331,0.03754182869815313
100352,0.09256653321264115
100358,0.06109818781110488
100367,0.027543598547230087
100382,0.2289763375543543
100384,0.05920715445691305
100385,0.09541658645042177
100386,0.04947790628838542
100399,0.02710624782329906
100404,0.06336848799558015
100416,0.020903698601522788
100422,0.1272627057962722
100426,0.02555797883124733
100438,0.04547747148394329
100444,0.1870136856089327
100445,0.20020075156647646
100446,0.09081692275041911
100447,0.024238776589230113
100450,0.044296876637162245
100466,0.02417393904595395
100483,0.026939191291520597
100484,0.01990916755727585
100494,0.05441260869775308
100510,0.2626103170624523
100512,0.01921481182316316
100517,0.029324157467822735
100548,0.0432866143129995
100551,0.031414906412535144
100552,0.08218309728440736
100553,0.02966877947671925
100561,0.09074665079228102
100568,0.5552587103325601
100569,0.030413699233480373
100591,0.03707671968103341
100592,0.026643304201923297
100602,0.07425211047943073
100607,0.06538843719288708
100613,0.08929281313731331
100617,0.17061567743694647
100618,0.07361884951518086
100622,0.050721761678230406
100625,0.17362107241259842
100677,0.1493393595583695
100699,0.049535986966008035
100702,0.3683518063850407
100711,0.06988171355471808
100729,0.11894112743218066
100740,0.302471237920928
100744,0.1725564740592947
100745,0.05382207312813728
100747,0.09936161776199648
100751,0.3363411334964098
100752,0.07453573705935017
100753,0.2351695194531059
100754,0.18009491980413966
100760,0.06771902936427693
100762,0.1077758567249657
100763,0.05452316339530618
100765,0.023484121217287643
100770,0.0854539381925648
100772,0.016215308674243402
100777,0.032526483623535
100791,0.025203715906751432
100792,0.013208783028992645
100797,0.024002674121564684
100823,0.03488925022424025
100826,0.0373794803945948
100830,0.0405723967778615
100836,0.31030552235518843
100872,0.05184157758483314
100910,0.059850285699822224
100913,0.157534944080862
100918,0.04781929748388521
100931,0.013242846855482517
100952,0.04551827283102609
100953,0.04647555466939751
100965,0.20629884922215416
100970,0.032256525759884955
100982,0.15279939807453077
100983,0.19210175383330097
100984,0.0476689719310172
100987,0.05159959768778896
100997,0.058415247742403496
100998,0.14528026980900716
101002,0.06250621291690904
101005,0.23093927270241857
101008,0.30576262785236047
101020,0.07850814179833752
101021,0.03990847684955232
101024,0.07852895714080928
101025,0.1272561331394659
101026,0.044825248572159644
101031,0.02986272123718403
101041,0.02883231437896091
101051,0.014820591115873048
101055,0.07319940307899883
101056,0.30850163635715755
