SK_ID_CURR,TARGET
100001,0.07867771398653053
100005,0.10778016207802994
100013,0.03917832825218841
100028,0.04979672682542602
100038,0.12274582239327331
100042,0.06430950848043433
100057,0.025921230653654575
100065,0.0696483677045437
100066,0.03546211484554891
100067,0.12257719649296223
100074,0.08847711976304427
100090,0.05521558313489383
100091,0.14505354887880553
100092,0.11793543982417201
100106,0.06537298945626731
100107,0.16945661291990696
100109,0.07831211664015564
100117,0.06266013955614147
100128,0.08640296477768888
100141,0.06478588955788288
100150,0.04691186378414418
100168,0.04035380884071022
100169,0.06759942637267397
100170,0.05230515400066786
100171,0.06167873580214031
100172,0.13955938964713635
100184,0.08212668740459925
100187,0.08687180505986375
100212,0.1197423253944366
100222,0.09619611856869757
100223,0.055697621105637515
100232,0.04141953429543637
100241,0.18873195010236074
100245,0.06250977989606571
100253,0.055833847449714515
100256,0.1180109008865824
100271,0.05948241363758096
100278,0.2622178291963939
100280,0.0388924477038649
100306,0.17420704243644852
100311,0.14587090367958802
100312,0.07111646346522307
100330,0.15303033648170922
100331,0.06508721424473833
100352,0.12214867989389463
100358,0.09695897138334097
100367,0.052071946617115214
100382,0.15731889624662226
100384,0.09068609331023987
100385,0.13375008805028996
100386,0.06362285658172274
100399,0.04224840170337979
100404,0.10922247585449651
100416,0.04257017043457547
100422,0.12158179240364113
100426,0.036878213287792755
100438,0.059243017212859544
100444,0.17262299520013588
100445,0.12693077430867794
100446,0.1436612053866911
100447,0.05313783016402534
100450,0.08198151757837452
100466,0.054420711365535085
100483,0.03752612946669882
100484,0.06601438957834048
100494,0.09235215949789653
100510,0.16665266701025663
100512,0.060061981431959864
100517,0.04717738255851042
100548,0.05172771580162338
100551,0.05258388637830544
100552,0.11645695506375235
100553,0.05996506882383891
100561,0.14077387465282049
100568,0.32562210331416497
100569,0.04292661838007711
100591,0.0856736733919755
100592,0.038281121716202314
100602,0.09111670316362397
100607,0.0670217708674069
100613,0.08032997505147499
100617,0.14037636436276313
100618,0.12506230958310066
100622,0.12356714420458775
100625,0.1306301540437789
100677,0.17156298999049852
100699,0.05795665988288661
100702,0.341069667062124
100711,0.09499407275464343
100729,0.1175233293549556
100740,0.1682692311278401
100744,0.17657829989905047
100745,0.0963428555180003
100747,0.12665680842975754
100751,0.25144784088714545
100752,0.0961848008588058
100753,0.24417063115516832
100754,0.15509924506772682
100760,0.0675885422320539
100762,0.11092321411728095
100763,0.11826125857758815
100765,0.03702339160146962
100770,0.1192029416525024
100772,0.032524999890365995
100777,0.02832215968310792
100791,0.05004611305734728
100792,0.03314644485988413
100797,0.052772073837940615
100823,0.07643678780463242
100826,0.07156767751991087
100830,0.03725956071771358
100836,0.2151046949716849
100872,0.12333933469666822
100910,0.08281141609778743
100913,0.17610170656883964
100918,0.1057527495081971
100931,0.03097338146215645
100952,0.07418661463003723
100953,0.08948754771620483
100965,0.18844113711673208
100970,0.034091645711140164
100982,0.16133658007298415
100983,0.2145068962510894
100984,0.05829619836759317
100987,0.08812712962582403
100997,0.0617039556466909
100998,0.13424381438165903
101002,0.10558070593130589
101005,0.21421103362208674
101008,0.18844369107437609
101020,0.05981009783044367
101021,0.07798948181203905
101024,0.15133956277328306
101025,0.1623709110602826
101026,0.06232259057710657
101031,0.036092328723012906
